0.88688,176.94970,2.98598,174.47119,3.33692,0.00000,0.02505,0.17206,0.00638,1.41227,0.06785,0.19899,0.01255,0.92453
0.82501,10.13338,0.25786,0.16655,0.00991,178.83902,2.05919,177.45957,2.05541,5.12494,0.13089,0.17477,0.00983,0.81633
0.78364,4.23908,0.43438,1.09839,0.34739,2.90243,0.07296,0.23726,0.00710,2.93542,0.13664,0.23151,0.00720,0.87500
0.81900,13.13013,0.36893,0.32674,0.02455,6.88108,0.08712,0.33170,0.02448,9.87554,0.23607,0.32806,0.02454,0.71875
0.72021,5.93386,0.21412,0.50801,0.02224,11.24216,0.85254,7.99685,0.79246,3.15266,0.12278,0.50397,0.02193,0.70968
0.91781,87.18768,3.63467,89.62965,3.65181,2.47607,0.06945,0.60315,0.01128,1.70166,0.04392,0.29261,0.00453,0.85417
0.91451,7.95355,0.34489,0.02888,0.00753,2.77442,0.04965,0.02877,0.00753,1.79111,0.05969,0.02903,0.00754,0.92308
0.72165,131.71875,3.10381,126.62984,2.92849,177.92913,4.80181,166.05083,4.61992,87.34386,2.62792,89.71725,2.75896,0.85714
0.90103,5.66932,0.16826,0.51890,0.01224,4.90605,0.24745,0.51876,0.01223,3.06828,0.08924,0.51881,0.01223,0.92105
0.73782,176.74033,4.21468,175.10557,4.34672,6.79376,0.73308,0.26402,0.43242,85.58216,3.03729,90.64974,3.36408,0.37037
0.81959,8.40768,0.18398,0.44434,0.03123,6.76877,0.34063,0.20254,0.01455,6.76545,0.14134,0.43853,0.03093,0.74194
0.83011,105.30274,3.79186,111.77480,3.97991,1.98097,0.06474,0.24996,0.00864,8.08635,0.18007,0.26677,0.00892,0.92857
0.84830,2.58778,0.13681,0.15654,0.01040,9.59743,0.27712,0.15383,0.01041,1.75186,0.11492,0.16742,0.01033,0.92308
0.80909,3.02291,0.05640,0.18227,0.01126,9.13820,0.28709,0.18730,0.01125,2.56229,0.04631,0.17875,0.01131,0.92063
0.70171,15.03383,0.23511,0.71346,0.02272,2.99620,0.12641,0.71274,0.02271,0.91967,0.07675,0.71347,0.02272,0.80952
0.72608,106.42229,2.04394,95.67209,1.72825,173.07786,2.67233,175.19280,2.56611,9.62269,0.18478,0.40835,0.00600,0.64706
0.94362,7.62560,0.11653,0.15249,0.00367,2.30881,0.23122,0.15255,0.00367,2.09918,0.18282,0.15247,0.00367,0.78462
0.88743,6.90675,0.24095,0.34408,0.00444,7.61021,0.17372,0.34109,0.00443,4.32767,0.11324,0.34285,0.00445,0.75439
0.75871,36.57909,0.86534,16.46168,0.44358,2.80294,0.08177,0.23286,0.01434,3.44749,0.04368,0.21353,0.01422,0.98413
0.78487,10.39452,0.03164,0.43830,0.26238,4.43397,0.08248,0.35926,0.00808,2.37313,0.09554,0.37149,0.00809,0.96226
0.76953,22.46545,0.48385,0.19790,0.01224,7.40657,0.25438,0.19440,0.01226,6.13729,0.04091,0.19461,0.01224,0.77778
0.70149,134.90599,2.94347,140.64170,3.07222,130.37718,1.09289,133.02283,1.08509,130.60546,0.70396,132.09124,0.71187,0.33333
0.94081,150.48222,1.81051,150.27098,2.10741,6.23195,0.27358,0.05317,0.00390,3.10730,0.16336,0.05360,0.00388,0.97260
0.87687,166.22516,3.83843,168.26316,3.80527,2.23078,0.13282,0.11753,0.01327,2.56672,0.05543,0.12704,0.01350,0.86792
0.77520,9.01973,0.23675,7.64908,0.23739,8.47367,0.20122,0.16856,0.00601,0.90369,0.06025,0.16738,0.00601,0.98551
0.74879,0.00000,0.50991,0.14553,0.00728,2.63756,0.12354,0.14564,0.00731,1.49907,0.05781,0.14540,0.00750,0.84314
0.79719,122.19401,3.55826,122.18335,3.80871,116.48289,2.65705,121.45764,2.35688,2.34274,0.06505,0.38702,0.01161,0.66667
0.77729,74.15287,2.49621,71.94229,2.44092,11.06082,0.33885,0.05499,0.01078,8.79455,0.25119,0.06266,0.01293,0.82000
0.79088,19.68655,0.84164,0.34953,0.00906,6.82261,0.26477,0.31120,0.00885,2.18708,0.06015,0.36291,0.00913,0.93103
0.77341,6.40972,0.15562,0.24539,0.01208,8.20012,0.13928,0.24097,0.01192,2.15391,0.05745,0.24536,0.01208,0.86154
0.78490,169.53768,3.62310,168.16666,3.53717,71.22421,3.31705,69.92834,3.26877,25.23521,0.39725,0.59057,0.01212,0.73529
0.87551,2.88657,0.33105,0.43515,0.01230,14.43619,0.41216,0.45285,0.01291,0.56460,0.12066,0.44190,0.01254,0.94915
0.80489,175.93682,3.50557,176.05073,3.42572,6.86868,0.21888,0.20353,0.00988,8.02135,0.17740,0.20666,0.00995,0.86538
0.84109,133.24365,2.47748,138.29008,2.68030,7.58780,0.06885,0.66064,0.01364,3.71216,0.11307,0.66045,0.01366,0.87500
0.92521,21.98956,0.64169,3.80107,0.55190,3.80914,0.11225,0.23828,0.00445,1.35498,0.03657,0.22297,0.00374,0.91429
0.92888,130.58695,3.00669,131.50326,2.97733,87.82601,2.92370,89.96460,2.97142,6.23351,0.14965,0.62391,0.01397,0.68571
0.73428,134.35123,2.22358,140.15807,2.20478,77.21576,2.73596,65.70602,2.41943,158.47726,3.63897,161.44115,3.61368,0.65385
0.92537,173.59892,3.89530,179.94826,3.85296,20.16293,0.25461,0.68940,0.01491,1.88294,0.13968,0.64039,0.01334,0.85000
0.72211,82.02021,2.10525,80.34841,2.01980,129.34063,3.20573,130.46403,3.37947,172.30549,3.47932,171.38218,3.45354,0.75862
0.83570,5.23888,0.17219,0.81154,0.01775,2.24596,0.05524,0.80639,0.01765,5.27493,0.12406,0.80713,0.01758,0.79412
0.82184,3.86925,0.13578,0.06127,0.00621,9.23348,0.23620,0.06136,0.00623,1.73255,0.08085,0.06166,0.00620,0.93878
0.73375,90.57829,2.73708,97.28822,2.68839,3.88861,0.29595,0.64415,0.01828,1.91014,0.17221,0.64254,0.01849,0.95238
0.84160,94.87511,1.46443,95.71976,1.57049,10.27714,0.22004,0.46274,0.01230,6.25887,0.20134,0.46885,0.01239,0.87805
0.82378,15.03618,0.26676,0.49675,0.01129,179.50297,3.41805,178.57046,3.16360,11.48417,0.23261,0.32293,0.00865,0.81818
0.80438,11.91842,0.48529,0.18462,0.16524,6.65227,0.19353,0.30266,0.00489,3.99202,0.02645,0.10422,0.00819,0.90000
0.83484,6.06595,0.35825,0.21026,0.00689,2.21665,0.13538,0.15697,0.00923,1.90440,0.15323,0.15675,0.00923,0.82222
0.86716,7.09200,0.22505,0.15750,0.00935,63.50531,1.91123,60.11991,1.82243,2.28281,0.05249,0.15173,0.00944,0.88462
0.84060,119.67707,0.34006,128.53918,0.65818,171.18857,2.18018,176.19140,2.31937,151.02615,2.46325,153.41246,2.31887,0.70833
0.87778,2.35000,0.28172,0.73218,0.01738,2.98391,0.24306,0.71706,0.01688,3.02796,0.22311,0.73470,0.01754,0.84211
0.87561,34.85258,0.89140,31.27537,0.81670,2.91424,0.29261,0.57171,0.01889,7.34453,0.19863,0.58055,0.01925,0.89474
0.81315,168.20697,1.35415,167.22158,1.32527,178.60721,3.47160,178.00899,3.46167,5.32460,0.13962,0.72466,0.02342,0.89189
0.78164,128.11818,1.89310,120.89405,1.90566,175.93076,1.94541,170.97933,1.95535,10.93056,0.26059,0.24862,0.01020,0.87179
0.73495,179.98075,1.03169,178.53363,1.02824,178.01668,2.24870,173.28440,1.97330,5.02576,0.08673,0.19643,0.00871,0.86364
0.83459,98.31809,3.20354,111.72790,3.38157,177.78932,0.35634,173.23216,0.64516,82.79200,2.64774,81.01097,2.57270,0.50000
0.75921,4.59663,0.37028,0.37221,0.01290,6.09985,0.27596,0.37863,0.01252,2.44851,0.08527,0.34400,0.01481,0.85714
0.72781,2.82769,0.11189,0.33798,0.00914,5.55064,0.12137,0.33548,0.00932,1.59017,0.08429,0.34321,0.00874,0.89362
0.73519,136.26922,1.70664,130.46379,1.67881,4.75084,0.33324,0.57341,0.01011,6.47342,0.15041,0.51893,0.00952,0.72973
0.70042,49.87233,1.57687,46.03540,1.44480,0.86517,0.33519,1.09238,0.03379,2.13982,0.05852,1.07042,0.03253,0.92105
0.75729,139.66035,1.03951,148.71919,1.19581,6.75857,0.21349,0.84777,0.02475,1.85108,0.20138,0.85630,0.02513,0.72727
0.73083,130.12117,3.44872,134.17222,3.34995,143.43803,3.33235,140.97366,3.29737,137.29240,3.25085,132.85489,3.27805,0.60870
0.92765,7.64879,0.19272,0.04859,0.00593,6.13953,0.12422,0.04831,0.00594,1.35487,0.06673,0.04732,0.00595,0.95556
0.90891,36.41020,1.57685,27.32261,1.25499,5.64791,0.19279,0.13353,0.00308,2.45940,0.22023,0.11973,0.00301,0.91667
